id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
1532,0,searching in metric spaces with user-defined and approximate distances,"p ciaccia , m patella",acm trans . database syst .,2002,searching in metric spaces by spatial approximation,g navarro,"the vldb journal the international journal on very large & hellip ; ,",2002
1533,1,integrating a structured-text retrieval system with an object-oriented database system,"t yan , j annevelink",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"tw yan , j annevelink","vldb ,",1994
1534,1,on periodic resource scheduling for continuous-media databases,"m garofalakis , b §Øzden , a silberschatz",vldb j.,1998,on periodic resource scheduling for continuous-media databases,"mn garofalakis , b ??zden , a silberschatz","the vldb journal the international journal on very large & hellip ; ,",1998
1535,0,the a-tree : an index structure for high-dimensional spaces using relative approximation,"y sakurai , m yoshikawa , s uemura , h kojima",vldb,2000,the-kdb tree : a fast index structure for high-dimensional similarity joins,"k shim , r srikant , r agrawal","research report , ibm almaden research center , san jose , & hellip ; ,",
1536,0,hyperqueries : dynamic distributed query processing on the internet,"a kemper , c wiesner",vldb,2001,query processing in distributed mediated systems,"s adali , ks candan , y papakonstantinou , vs","proc . 1996 acm sigmod conf. , montreal , canada , june ,",
1537,0,an overview of db2 parallel edition,"c baru , g fecteau , a goyal , h hsiao , a jhingran , s padmanabhan , w wilson",sigmod conference,1995,an overview of pcte and pcte +,"g boudier , f gallo , r minot , i thomas","proceedings of the third acm sigsoft/sigplan software & hellip ; ,",1988
1538,0,procedures in object-oriented query languages,"k subieta , y kambayashi , j leszczylowski",vldb,1995,algebraic optimization of object-oriented query languages .,acms anthology,,
1539,0,sequence query processing,"p seshadri , m livny , r ramakrishnan",sigmod conference,1994,informix under control : online query processing,"jm hellerstein , r avnur , v raman","data mining and knowledge discovery ,",2000
1540,0,report on the fourth international conference on flexible query answering systems,,,2001,"report on the first international conference on ontologies , databases and applications of semantics",k aberer,"sigmod record ,",2003
1541,0,implementation of magic-sets in a relational database system,"i mumick , h pirahesh",sigmod conference,1994,an annotation management system for relational databases,"d bhagwat , l chiticariu , wc tan , g vijayvargiya","proceedings of the international conference on very large & hellip ; ,",2004
1542,0,quality-driven integration of heterogenous information systems,"f naumann , u leser , j freytag",vldb,1999,knowledge based information integration systems,"nw paton , ca goble , s bechhofer","information & software technology ,",2000
1543,0,petabyte databases,,,1999,metadata in video databases,"r jam , a hampapur","sigmod record ( acm spectal interest group on management of & hellip ; ,",
1544,0,editor 's notes,l liu,sigmod record,2003,editors ' notes,"lf goodchild , ke green , el katz , rc kluever","new directions for higher education ,",
1545,0,maintenance of implication integrity constraints under updates to constraints,"n ishakbeyoglu , z §Øzsoyoglu",vldb j.,1998,local verification of global integrity constraints,"a gupta , j widom","proceedings of sigmod ,",
1546,0,mining generalized association rules,"r srikant , r agrawal",vldb,1995,data mining using two-dimensional optimized association rules : scheme,"t fukuda , y morimoto , s morishita , t tokuyama","algorithms , and visualization , acm ,",
1547,0,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,on implementing interactive association rule mining,"b goethals , j van den bussche","proceedings of the acm sigmod workshop on research issues in & hellip ; ,",
1548,0,the sift information dissemination system,"t yan , h garcia-molina",acm trans . database syst .,1999,the information integration system k2,v tannen,"bioinformatics : managing scientific data , t. critchlow and z",
1549,0,chair 's message,,,1998,needha chair 's message,m hagler,"ieee edsoc/asee ee div . '' newsletter '' , spring",
1550,1,mindreader : querying databases through multiple examples,"y ishikawa , r subramanya , c faloutsos",vldb,1998,mindreader : query databases through multiple examples,"y ishikawa , r subramanya , c faloutsos","proc . of the 24th vldb conference ,",
1551,0,open object database management systems,,,1994,evolution of data-base management systems,"jp fry , eh sibley","acm computing surveys ( csur ) ,",1976
1552,0,the mariposa distributed database management system,j sidell,sigmod record,1996,mariposa : a wide-area distributed database system,"m stonebraker , pm aoki , w litwin , a pfeffer , a sah","the vldb journal the international journal on very large & hellip ; ,",1996
1553,0,guest editor 's introduction,,,2002,guest editor 's introduction,f dehne,"algorithmica ,",1999
1554,1,coma - a system for flexible combination of schema matching approaches,"h do , e rahm",vldb,2002,comaa ?? a system for flexible combinationofschemamatchingapproaches,"h do , e rahm","proc . 28thinternational conference on very large data bases ,",
1555,1,database architecture optimized for the new bottleneck : memory access,"p boncz , s manegold , m kersten",vldb,1999,optimizing database architecture for the new bottleneck : memory access,"s manegold , pa boncz , ml kersten","the vldb journal the international journal on very large & hellip ; ,",2000
1556,1,enterprise java platform data access,"s white , r cattell , s finkelstein",sigmod conference,1998,enterprise java platform data access,"s white , r cattell , s finkelstein","proceedings of the 1998 acm sigmod international conference & hellip ; ,",1998
1557,0,wave-indices : indexing evolving databases,"n shivakumar , h garcia-molina",sigmod conference,1997,indexing multimedia databases,c faloutsos,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995
1558,0,repositories and object oriented databases,p bernstein,sigmod record,1998,m etais e. '' semantic modeling of object oriented databases . '',m bouzeghoub,proc .,
1559,0,parallel database systems 101,j gray,sigmod conference,1995,parallel query processing in shared disk database systems,e rahm,"sigmod record ,",1993
1560,0,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori",acm trans . database syst .,2003,acyclic query processing in object-oriented databases .,acms anthology,,
1561,0,wavelet-based histograms for selectivity estimation,"y matias , j vitter , m wang",sigmod conference,1998,selectivity estimation of range predicates using histograms,"v poosala , ye ioannidis , pj haas , ej shekita","proc . acm-sigmod international conference on management of & hellip ; ,",
1562,0,enhanced abstract data types in object-relational databases,p seshadri,vldb j.,1998,cost estimation of user-defined methods in object-relational database systems,j boulos,"sigmod record ,",1999
1563,0,repositories and object oriented databases,p bernstein,sigmod record,1998,a taxonomy for object-oriented secure databases,"m olivier , s von solms","acm tods ,",
1564,0,holistic twig joins on indexed xml documents,"h jiang , w wang , h lu , j yu",vldb,2003,efficient structural joins on indexed xml documents,"sy chein , z vagena , d zhang , vj tsotras , c zanilo",,2002
1565,1,query by diagram : a graphical environment for querying databases,"t catarci , g santucci",sigmod conference,1994,query by diagram : a graphical environment for querying databases,"di e sistemistica , l sapienza",,
1566,0,incremental maintenance of externally materialized views,"m staudt , m jarke",vldb,1996,"incremental maintenance for materialized views over semistructured data , 1998","s abiteboul , j mchugh , m rys , v vassalos , j wiener",stanford university technical,
1567,0,"olap , relational , and multidimensional database systems",g colliat,sigmod record,1996,abstractions for multimedia database systems,"t rakow , w klas , e neuhold",,
1568,0,strudel : a web-site management system,"m fernandez , d florescu , j kang , a levy , d suciu",sigmod conference,1997,dwms : data warehouse management system,n mohan,"proceedings of the international conference on very large & hellip ; ,",1996
1569,0,managing multiple and distributed ontologies on the semantic web,"a maedche , b motik , l stojanovic",vldb j.,2003,"managing multiple collection , multiple languages , and multiple media in a distributed digital","ih witten , r mcnab , s jones , d bainbridge",,
1570,0,guest editorial,,,2003,gaps in perception ( guest editorial ),ma heller,"perception ,",
1571,0,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham",sigmod conference,1997,process and dataflow control in distributed data-intensive systems,"w alexander , gp copeland",,
1572,1,sequence query processing,"p seshadri , m livny , r ramakrishnan",sigmod conference,1994,sequnce query processing,"p seshadri , m livny , r ramakrishnan","proc . of the acm sigmod conf. , pages430441 , minneapolis , mn , & hellip ; ,",
1573,0,the oracle warehouse,g hallmark,vldb,1995,building the data warehouse,wh inmon,,
1574,0,building knowledge base management systems,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,1996,knowledge management handbook,j liebowitza ? |,,1999
1575,0,miro web : integrating multiple data sources through semistructured data types,"l bouganim , t chan-sine-ying , t dang-ngoc , j darroux , g gardarin , f sha",vldb,1999,ozone : integrating structured and semistructured data,"s abiteboul , r goldman , t lahiri , j mchugh , j","technical report , stanford university database group ,",
1576,0,investigation of algebraic query optimisation techniques for database programming languages,"a poulovassilis , c small",vldb,1994,an implementation technique for database query languages,"p buneman , re frankel , r nikhil","acm transactions on database systems ,",1982
1577,0,groupwise processing of relational queries,"d chatziantoniou , k ross",vldb,1997,processing queries over rdf views of wrapped relational databases,"j petrini , t risch",,
1578,0,integrating reliable memory in databases,"w ng , p chen",vldb,1997,integrating user views in database design,"sb navathe , r elmasri , ja larson","ieee computer ,",
1579,1,quality of service in multimedia digital libraries,"e bertino , a elmagarmid , m hacid",sigmod record,2001,quality of service in multimedia digital libraries,d di scienze dell ` informazione,"sigmod record ,",2001
1580,0,online association rule mining,c hidber,sigmod conference,1999,a new sql-like operator for mining association rules,"s ceri , r meo , g psaila",proc . of the 22nd inta ?? l conference on very large data,
1581,1,performance measurements of compressed bitmap indices,t johnson,vldb,1999,performance measurements of compressed bitmap indices,t johnson,"proceedings of the 25th international conference on very & hellip ; ,",1999
1582,0,the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,the implementation and performance of compressed databases,twd kossmann,,
1583,0,efficient retrieval of similar shapes,"d rafiei , a mendelzon",vldb j.,2002,efficient retrieval of similar time series under time warping,"b yi , h jagadish , c faloutsos","procs . 14th conference on data engineering ,",
1584,0,parallel database systems in the 1990 's,m carey,sigmod conference,1994,shared-nothing paralel database systems,"m manish , d dewitt","vldb journal ,",
1585,0,a shrinking-based approach for multi-dimensional data analysis,"y shi , y song , a zhang",vldb,2003,a foundation for multi-dimensional databases,"m gyssens , lvs lakshmanan",,
1586,0,an authorization system for digital libraries,"e ferrari , n adam , v atluri , e bertino , u capuozzo",vldb j.,2002,an authorization mechanism for a relational database system,"pp griffiths , bw wade","acm transactions on database systems ,",1976
1587,0,database management systems and the internet,s malaika,vldb,1996,extensible database management systems,"mj carey , lm haas","sigmod record ,",1990
1588,0,database research at ut arlington,"s chakravarthy , y aslandogan , r elmasri , l fegaras , j oh",sigmod record,2003,database research at the university of twente,"pmg apers , h balsters , hm blanken , ra de by , maw","acm sigmod record ,",1993
1589,0,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,database management systems,"r ramakrishnan , j gehrke",,2002
1590,0,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,multimedia database management systems,a ghafoo17,"acm computing surveys ,",1995
1591,1,a low-cost storage server for movie on demand databases,"b §Øzden , a biliris , r rastogi , a silberschatz",vldb,1994,a low-cost storage server for movie on demand databases,"b ??zden , a biliris , r rastogi , a silberschatz","proceedings of the 20th international conference on very & hellip ; ,",1994
1592,0,mariposa : a wide-area distributed database system,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,1996,query processing in sdd-1 : a system for distributed databases,"n goodman , pa bernstein , e wong , cl reeve , jb","acm _ tods ,",
1593,0,apex : an adaptive path index for xml data,"c chung , j min , k shim",sigmod conference,2002,supex : a schema-guided path index for xml data . doctoral poster,"j wang , x meng , s wang","proc . of 28th vldb conf . hong kong ,",
1594,0,e-services - guest editorial,,,2001,eic editorial,ps yu,"ieee transactions on knowledge and data engineering ,",2004
1595,0,data mining with optimized two-dimensional association rules,"t fukuda , y morimoto , s morishita , t tokuyama",acm trans . database syst .,2001,mining generalized association rules,"r agrawal , r srikant","proceedings of the 1995 international conference of very & hellip ; ,",
1596,0,acdn : a content delivery network for applications,"p karbhari , m rabinovich , z xiao , f douglis",sigmod conference,2002,gigascope : a stream database for network applications,"t johnson , c cranor , o spatsheck , v shkapenyuk","proc 2003 acm sigmod international conference on management & hellip ; ,",
1597,0,cost-based optimization for magic : algebra and implementation,"p seshadri , j hellerstein , h pirahesh , t leung , r ramakrishnan , d srivastava , p stuckey , s sudarshan",sigmod conference,1996,opt + + : an object-oriented implementation for extensible database query optimization,"n kabra , dj dewitt","the vldb journal the international journal on very large & hellip ; ,",1999
1598,0,a taxonomy for secure object-oriented databases,"m olivier , s solms",acm trans . database syst .,1994,a model of queries for object-oriented databases,kw kun,"proc of the 1989 vldb co @ , amsterdam , the netherlands , aug ,",
1599,0,interview with jim gray,,,2003,interview with authors,b landing,"san diego ,",
1600,0,guest editorial,,,2002,guest editorial,lp hunt,,
1601,0,psoup : a system for streaming queries over streaming data,"s chandrasekaran , m franklin",vldb j.,2003,streaming data over streaming queries,"s chandrasekaran , m franklin",submitted for,
1602,0,e-services - guest editorial,,,2001,editorial,a dw,"artificial intelligence review ,",
1603,0,detection and classification of intrusions and faults using sequences of system calls,"j cabrera , l lewis , r mehra",sigmod record,2001,classification of human actions using face and hands detection,"h ikeda , m maeda , n kato , h kashimura",,
1604,1,turbo-charging vertical mining of large databases,"p shenoy , j haritsa , s sudarshan , g bhalotia , m bawa , d shah",sigmod conference,2000,turbo-charging vertical mining of large databases,"p shenoy , jr haritsa , s sudarshan , g bhalotia , m","sigmod conference ,",2000
1605,0,a fast index for semistructured data,"b cooper , n sample , m franklin , g hjaltason , m shadmon",vldb,2001,describing semistructured data,l cardelli,"sigmod record ,",2001
1606,0,concurrency and recovery for index trees,"d lomet , b salzberg",vldb j.,1997,concurrency and recovery in generalized search trees,"m komacker , c mohan , j hellerstein","proc . of sigmod ,",
1607,0,apex : an adaptive path index for xml data,"c chung , j min , k shim",sigmod conference,2002,d ( k ) - index : an adaptive structural summary for graph-structured data,"q chen , a lim , kw ong","proc . of the 2003 acm sigmod intl. conf . on management of & hellip ; ,",2003
1608,0,book review column,k aberer,sigmod record,2003,book review column,k aberer,sigmod,2002
1609,0,acm multimedia '94 conference workshop on multimedia database management systems,"p berra , k nwosu , b thuraisingham",sigmod record,1995,open object database management systems,ja blakeley,"proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994
1610,0,database management systems and the internet,s malaika,vldb,1996,"database management systems : relational , object-relational , and object-oriented data models",ood models,,
1611,0,stream processing of xpath queries with predicates,"a gupta , d suciu",sigmod conference,2003,xsq : streaming xpath queries,"f peng , ss chawathe",,
1612,1,"50,000 users on an oracle8 universal server database","t lahiri , a josji , a jasuja , s chatterjee",sigmod conference,1998,"50,000 users on an oracle8 universal server database","t lahiri , a joshi , a jasuja , s chatterjee","sigmod record ,",1998
1613,0,the mariposa distributed database management system,j sidell,sigmod record,1996,mobile agent technology for the management of distributed systems - a case study,"c raibulet , c demartini","computer networks ,",2000
1614,0,the grid : an application of the semantic web,"c goble , d roure",sigmod record,2002,the semantic web,p bonner,"pc magazine ,",
1615,0,implementing database operations using simd instructions,"j zhou , k ross",sigmod conference,2002,benchmarking simple database operations,"wb rubenstein , ms kubicar , rgg cattell","proceedings of the 1987 acm sigmod international conference & hellip ; ,",1987
1616,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,insight into object-oriented databases,s khoshafian,"information and software technology ,",1990
1617,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995,a theory of global concurrency control in multidatabase systems,"a zhang , ak elmagarmid","the vldb journal the international journal on very large & hellip ; ,",1993
1618,0,a multidatabase system for tracking and retrieval of financial data,"m cochinwala , j bradley",vldb,1994,retrieval and delivery of information in multimedia database systems,"f golshani , n dimitrova",,1994
1619,1,datawarehousing has more colours than just black & white,"t zurek , m sinnwell",vldb,1999,datawarehousing has more colours than just black and white,"t zurek , m sinnwell","proceedings of the international conference on very large & hellip ; ,",1999
1620,0,efficient algorithms for mining outliers from large data sets,"s ramaswamy , r rastogi , k shim",sigmod conference,2000,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim","information systems ,",2001
1621,1,"jeffrey d. ullman speaks out on the future of higher education , startups , database theory , and more",,,2001,"jeffrey d. ullman speaks out on the future of higher education , startups , database theory , and more",m winslett,"sigmod record ,",2001
1622,0,optimization of queries with user-defined predicates,"s chaudhuri , k shim",vldb,1996,on the minimization of xpath queries,"s flesca , f furfaro , e masciari","proceedings of the international conference on very large & hellip ; ,",2003
1623,0,book review column,k aberer,sigmod record,2002,book review column,k aberer,sigmod,2002
1624,0,design and implementation of a genetic-based algorithm for data mining,s choenni,vldb,2000,design and implementation of a federated database prototype,"d clements , m ganesh , sy hwang , k mediratta , ep",acm sigmod international conference on management of,
1625,0,editor 's notes,m franklin,sigmod record,1999,editor 's notes,nl smith,"new directions for program evaluation ,",1981
1626,0,building knowledge base management systems,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,1996,relational data-base management systems,dd chamberlin,"acm computing surveys ( csur ) ,",1976
1627,0,view maintenance in a warehousing environment,"y zhuge , h garcia-molina , j hammer , j widom",sigmod conference,1995,tracing the lineage of view data in a warehousing environment,"y cui , j widom , jl wiener","acm transactions on database systems ,",2000
1628,0,searching and mining fine-grained semi-structured data,,,2002,describing semistructured data,l cardelli,"sigmod record ,",2001
1629,1,on-line reorganization in object databases,"m lakhamraju , r rastogi , s seshadri , s sudarshan",sigmod conference,2000,online reorganization in object databases,lm krishna,,1998
1630,0,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"r braumandl , j clau§áen , a kemper",vldb,1998,research directions in object-oriented databases,w kim,"proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",
1631,0,simultaneous optimization and evaluation of multiple dimensional queries,"y zhao , p deshpande , j naughton , a shukla",sigmod conference,1998,parallel evaluation of multi-join queries,"an wilschut , j flokstra , pmg apers","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995
1632,0,energy and rate based mac protocol for wireless sensor networks,"r kannan , r kalidindi , s iyengar , v kumar",sigmod record,2003,fidc : a fair mac protocols for ad hoc wireless networks,"t you , h hassanein , ch yeh",,
1633,0,duplicate removal in information system dissemination,"t yan , h garcia-molina",vldb,1995,the sift information dissemination system,"tw yan , h garcia-molina","acm transactions on database systems ,",1999
1634,0,automation in information extraction and data integration,,,2002,information systems design approach integrating data and transactions,", bt luong","vldb ,",1981
1635,0,exact : an extensible approach to active object-oriented databases,"o d§ïaz , a jaime",vldb j.,1997,formal approach to hypertext system based on object-oriented database system,"p hitchcock , b wang","information and software technology ,",1992
1636,0,integrating the ub-tree into a database system kernel,"f ramsak , v markl , r fenk , m zirkel , k elhardt , r bayer",vldb,2000,integrating the control systems .,rp lisensky,"new directions for higher education ,",1988
1637,0,"title , foreword",,,1994,foreword,pb domorski,"bt technology journal ,",2000
1638,1,integrating mining with relational database systems : alternatives and implications,"s sarawagi , s thomas , r agrawal",sigmod conference,1998,integrating association rule mining with relational database systems : alternatives and implications,"s sarawagi , s thomas , r agrawal","data mining and knowledge discovery ,",2000
1639,0,guest editorial,,,2002,guest editor,a dogac,"acm sigmod record special section on electronic commerce ,",
1640,0,dwms : data warehouse management system,n mohan,vldb,1996,elements of data management systems,gg dodd,"acm computing surveys ( csur ) ,",1969
1641,0,a framework for change diagnosis of data streams,c aggarwal,sigmod conference,2003,a martingale framework for concept change detection in time-varying data streams,ss ho,,
1642,0,editor 's notes,j widom,sigmod record,1995,editor 's notes,sb merriam,"new directions for adult and continuing education ,",
1643,0,xsb as a deductive database,"k sagonas , t swift , d warren",sigmod conference,1994,what is a database,jk lyon,"acm sigmod record ,",1973
1644,0,transaction timestamping in ( temporal ) databases,"c jensen , d lomet",vldb,2001,effective timestamping in databases,"k torp , cs jensen , rt snodgrass","the vldb journal the international journal on very large & hellip ; ,",2000
1645,1,the worlinfo assistant : spatio-temporal information integration on the web,"j ambite , c knoblock , m kolahdouzan , m muslea , c shahabi , s thakkar",vldb,2001,the worldinfo assistant : spatio-temporal information integration on the web,"jl ambite , ca knoblock , mr kolahdouzan , m muslea ,","proceedings of the international conference on very large & hellip ; ,",2001
1646,0,mining generalized association rules,"r srikant , r agrawal",vldb,1995,beyond market baskets : generalizing association rules to correlations,"c silverstein , r motwani , s brin","proc . acm sigmod conf ,",
1647,0,repositories and object oriented databases,p bernstein,sigmod record,1998,the hcc-tree : an efficient index structure for object oriented databases,b sreenath,"vldb ,",1994
1648,0,efficient geometry-based similarity search of 3d spatial databases,d keim,sigmod conference,1999,an efficient access method for similarity search in metric spaces,"p ciaccia , m patella , p zezula",proceedings of the 23rd international conference on very,
1649,0,a multi-paradigm querying approach for a generic multimedia database management system,"j wen , q li , w ma , h zhang",sigmod record,2003,administering a distributed database management system,h walker,acm-sigmod,
1650,0,a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003,updating relational databases through xml views,v braganholo,,
1651,0,guest editorial,,,2002,guest editor 's introduction,k aberer,"acm sigmod record ,",2003
1652,0,indexing and querying xml data for regular path expressions,"q li , b moon",vldb,2001,query processing and optimization for regular path expressions,"g wang , m liu",,
1653,0,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,the arechitecture of an active database management system,"r dennis , du mccarthy","proc . of acm sigmod symposium on man agement of data ,",
1654,0,optimization of queries with user-defined predicates,"s chaudhuri , k shim",acm trans . database syst .,1999,optimization techniques for queries with expensive methods,jm hellerstein,"acm transactions on database systems ,",1998
1655,0,implementing xquery,p cotton,sigmod conference,2002,implementing the spirit of sql-99,p brown,,
1656,0,"watermarking relational data : framework , algorithms and analysis","r agrawal , p haas , j kiernan",vldb j.,2003,watermarking relational databases cerias tr 2002-28,"r sion , m atallah , s prabhakar",,
1657,0,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998,rsrikant . fast algorithms for mining association rules,ra rr941,"proceedings of the 20th international conference on very & hellip ; ,",41
1658,0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining association rules,"r agrawal , r srikant","proc . of the 21 stvldb conf . zurich switzerland ,",
1659,0,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),,,1996,report on l irst international workshop on real-time database systems,s son,"sigmod record ,",1996
1660,1,object fusion in mediator systems,"y papakonstantinou , s abiteboul , h garcia-molina",vldb,1996,object fusion in mediator systems,"y papakostantantinou , s abiteboul , h garcia-molina","proc . 22nd international conference on very large databases & hellip ; ,",
1661,0,deeds towards a distributed and active real-time database system,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,1996,query processing in a distributed data base system,"r epstein , m stonebraker , e wong","proc . acm sigmod conf . on management of data , austin , tex. , & hellip ; ,",
1662,0,the mlpq/gis constraint database system,"p revesz , r chen , p kanjamala , y li , y liu , y wang",sigmod conference,2000,declarative constraints in sql database systems,"r cochrane , h pirahesh , n mattos , i triggers","proc . vldb ,",
1663,0,editorial,,,2001,guest editorial,"z bankowski , a scott , f snyder","european law journal ,",1998
1664,0,telegraphcq : continuous dataflow processing,"s chandrasekaran , o cooper , a deshpande , m franklin , j hellerstein , w hong , s krishnamurthy , s madden , f reiss , m shah",sigmod conference,2003,eddies : continuously adaptive query processing,"r avnur , jm hellerstein","sigmod conference ,",2000
1665,0,efficient algorithms for processing xpath queries,"g gottlob , c koch , r pichler",vldb,2002,cache conscious algorithms for relational query processing,"a shatdal , c kant , jf naughton","proceedings of the international conference on very large & hellip ; ,",1994
1666,0,a cost model for query processing in high dimensional data spaces,c b?hm,acm trans . database syst .,2000,a cost model for query optimization using r-trees,"wg aref , h samet","acm-gis ,",
1667,0,editor 's notes,l liu,sigmod record,2002,editor 's notes,rh silkman,"new directions for program evaluation ,",
1668,0,discover : keyword search in relational databases,"v hristidis , y papakonstantinou",vldb,2002,tuplerank and implicit relationship discovery in relational databases,"x huang , q xue , j yang",,
1669,0,garbage collection in object oriented databases using transactional cyclic reference counting,"s ashwin , p roy , s seshadri , a silberschatz , s sudarshan",vldb,1997,partition selection policies in object oriented database garbage collection,"je cook , al wolf , bg zorn",,1994
1670,0,microsoft site server ( commerce edition ),b ojjeh,sigmod conference,1999,building solutions with microsoft commerce server 2002,"cc peddy , d armentrout",,2003
1671,0,"a query language for multidimensional arrays : design , implementation , and optimization techniques","l libkin , r machlin , l wong",sigmod conference,1996,"aquery : query language for ordered data , optimization techniques , and experiments","a lerner , d shasha","proceedings of the international conference on very large & hellip ; ,",2003
1672,0,on the discovery of interesting patterns in association rules,"s ramaswamy , s mahajan , a silberschatz",vldb,1998,on the comparison of association rule hiding techniques,"ed pontikakis , vs verykios , y theodoridis","hellenic database management symposium , athens , greece ,",
1673,1,an execution model for limited ambiguity rules and its application to derived data update,"i chen , r hull , d mcleod",acm trans . database syst .,1995,an execution model for limited ambiguity rules and its application to derived data update,"ima chen , r hull , d mcleod","acm transactions on database systems ,",1995
1674,0,automation in information extraction and data integration,,,2002,automatic deduction of temporal information,"r maiocchi , b pernici , f barbic","acm transactions on database systems ,",1992
1675,0,editor 's notes,a segev,sigmod record,1994,editor 's notes,ja neff,journal of emergency,
1676,0,database research at columbia university,"s chang , l gravano , g kaiser , k ross , s stolfo",sigmod record,1998,database research at mcc,e lowenthal,,1986
1677,1,efficient computation of iceberg cubes with complex measures,"j han , j pei , g dong , k wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"j han , j pei , g dong , k wang","sigmod conference ,",2001
1678,0,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,scalable algorithms for association mining,mj zakia ? |,"ieee transactions on knowledge and data engineering ,",2000
1679,0,gea : a toolkit for gene expression analysis,"j phan , r ng",sigmod conference,2002,wum : a tool for web utilization analysis,"m spiliopoulou , lc faulstich","lecture notes in computer science ,",1999
1680,1,xml-enabled workflow management for e-services across heterogeneous platforms,"g shegalov , m gillmann , g weikum",vldb j.,2001,xml-enabled workflow management for e-services across heterogeneous platforms,"g shegalov , m gillmann , g weikum","the vldb journal the international journal on very large & hellip ; ,",2001
1681,1,materialized views and data warehouses,n roussopoulos,sigmod record,1998,materialized views and data warehouses,n roussopoulos,"sigmod record ,",1998
1682,0,efficient algorithms for minimizing tree pattern queries,p ramanan,sigmod conference,2002,efficient algorithms for mining outliers from large data sets,s ramaswamy,"sigmod conference ,",2000
1683,0,including group-by in query optimization,"s chaudhuri , k shim",vldb,1994,scheduling problems in parallel query optimization,c chekuri,,
1684,0,continuous queries over data streams,"s babu , j widom",sigmod record,2001,characterizing memory requirements for queries over continuous data streams,j widom,"acm transactions on database systems ,",2004
1685,0,outlier detection for high dimensional data,"c aggarwal , p yu",sigmod conference,2001,subspace selection for clustering high-dimensional data,"c baumgartner , c plant , k kailing , hp kriegel , p",,
1686,0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining association rules between sets of items in large datasets,"r agrawal , t imilienski , a swami",proc . acm,
1687,0,workshop on workflow management in scientific and engineering applications - report,,,1997,frontiers in queueing : models and applications in science and engineering,jh dshalalow,,1997
1688,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,safe lazy software upgrades in object-oriented databases,"b liskov , c moh , s richman , l shrira , y cheung , c",,
1689,0,view management in multimedia databases,"k candan , e lemar , v subrahmanian",vldb j.,2000,qos management in distributed real-time databases,"y wei , sh son , ja stankovic , kd kang",,
1690,1,dbglobe : a service-oriented p2p system for global computing,"e pitoura , s abiteboul , d pfoser , g samaras , m vazirgiannis",sigmod record,2003,"dbglobe : a service-oriented p2p system for global computing , sept. 2003","e pitoura , s abiteboul , dd pfoser , g samaras , m",acm sigmod,
1691,0,architectures for internal web services deployment,o shmueli,vldb,2001,a conceptual architecture for semantic web enabled web services,"b ch , d fensel , a maedche",sigmod,
1692,1,a one-pass aggregation algorithm with the optimal buffer size in multidimensional olap,"y lee , k whang , y moon , i song",vldb,2002,a one-pass aggregation algorithm with the optimal buffer size in multidimensional olap .,"yk lee , ky whang , ys moon , iy song","vldb ,",2002
1693,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995,odefs : a file system interface to an object-oriented database,"nh gehani , hv jagadish , wd roome","proceedings of the 20th international conference on very & hellip ; ,",1994
1694,0,semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems,"c t?rker , m gertz",vldb j.,2001,"database management systems : relational , object-relational , and object-oriented data models",ood models,,
