id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price
543,0,adobe creative suite cs3 production premium,adobe,1699,production prem cs3 mac upgrad,,808.15
544,0,scholastic brain play : pre-kindergarten 1st grade,topics entertainment,19.99,brain play preschool-1st grade,,17.9
545,1,logic express 7,apple computer,299,apple/emagic logic express 7.2 software music production software,,299
546,0,peachtree by sage complete accounting 2007,sage software,269.99,sage software peachtree pro accounting 2007 software for windows tax & finance software,,159.95
547,1,student home learning system for pc/mac,fogware publishing,139.99,student home learning system,,109.99
548,0,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,microsoft windows xp pro oem sp2 no open box returns,,149.99
549,0,wild photo effects ( jewel case ),on-hand-software,9.99,total 3d home deluxe ( jewel case ) ( jce-th6 ),,9.59
550,0,corel dvd moviefactory 6.0 plus,corel,79.99,corel ulead dvd moviefactory 6 software for windows authoring software,,49.95
551,0,quicken 2007 deluxe,intuit,59.95,photoshow deluxe,,39.92
552,0,the guild 2 pirates of the seas,dreamcatcher interactive,29.99,imagination international corp pirates of the carribean,,21.26
553,0,punch 5 in 1 home design,punch ! software,39.99,punch software professional home design platinum version 10,,99.99
554,0,i copy dvds 2 professional edition,me-too-software,69.99,sony vegas 6 video editing software professional editing software,sony-pictures-digital-entertainment,99
555,1,micromat techtool protege with firewire device,micromat,,micromat techtool protege utility with 1gb firewire flash drive,,219.99
556,1,instant immersion italian platinum,topics entertainment,129.99,instant immersion italian platinum ( win 95 98 me nt 2000 xp ),,129.99
557,0,punch 5 in 1 home design,punch ! software,39.99,punch software 10603 concepts 3d cad design,,247.97
558,0,drive genius by prosoft engineering inc,global-marketing-partners,129,prosoft engineering data rescue universal license,global-marketing-partners,236.34
559,0,adobe cs3 design standard macosx dvd,adobe,399,adobe cs3 design standard upgrade windows,,413.99
560,0,total 3d home & landscape design suite version 9,individual software,39.99,punch software 85100 punch!master landscape pro v10 and home design,,59.97
561,0,apple . mac 4.0 online service,apple,99.95,apple shake 4.1 mac os x,,499.99
562,0,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399,adobe illustrator cs3 upgrade for mac,,206.99
563,0,adobe dreamweaver cs3 [ mac ],adobe,399,adobe cs3 master collection academic,,939.99
564,0,sony sound forge 9 boxed upgrade,sony media,232.05,sound forge audio studio 9,,66.89
565,0,cinescore professional soundtrack edition,sony-pictures-digital-entertainment,249.95,microsoft windows xp professional edition ( upgrade ),,199.99
566,0,adobe cs3 design premium macosx dvd,adobe,599,adobe cs3 production premium upgrade,,822.99
567,0,mighty math number heroes,edmark,29.95,mighty math number heroes,,9.95
568,0,spy sweeper w/antivirus family edition,webroot software,49.95,spy sweeper ( small box ),,22.99
569,1,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199,apple mac os x 10.4.6 tiger family pack,,185.99
570,1,ae mappoint 2006 cd,microsoft corp,49.95,microsoft b21-00806 ae mappoint 2006 cd,,50.39
571,0,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399,adobe creative suite 3 ( cs3 ) web standard 3 windows upsell from dreamweaver or flash,,799
572,0,microsoft mappoint 2006 standard edition,microsoft,299,b21-00800 microsoft mappoint 2006 complete package 1 pc cd win english,,288.48
573,0,instant immersion japanese deluxe 2.0,topics entertainment,39.99,instant immersion japanese ( audio book ) ( audio book ),,19.95
574,0,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,microsoft windows xp professional edition ( upgrade ),,199.99
575,0,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsoft word 2004 upgrade for mac os x apple & mac software,,108.95
576,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,298881 quickbooks customer manager v. 2.5 complete package 1 user cd win,,69.38
577,0,microsoft office & windows training professional,topics entertainment,49.95,microsoft windows vista business full version,,249.95
578,0,adobe creative suite cs3 production premium,adobe,1699,adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,,1482
579,0,microsoft office small business 2007,microsoft software,735.33,c8d-00006 microsoft dynamics crm small business edition v. 3.0 license 20 user c,,9654.16
580,0,adobe cs3 design premium macosx dvd,adobe,599,adobe cs3 web premium upsell,,1434.99
581,0,microsoft windows server 2003 client additional license for devices 5 pack,microsoft,209,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
582,0,retrospect 6.0 desktop mac upgrade,dantz,59.99,emc insignia retrospect workgroup 6 upgrade,,162.99
583,0,system care professional,avanquest,49.95,adobe premiere pro 2.0 software professional editing software,,848.95
584,0,microsoft onenote 2007,microsoft,99.95,microsoft ( r ) project 2002,,329.99
585,0,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199,apple shake 4.1 mac os x,,499.99
586,0,piano wizard premier software & stickers & midi cable,re : launch,149.95,intuit quicken premier 2007 software for windows tax & finance software,,73.95
587,0,diskeeper 2007 pro premier 10-lic pack,diskeeper corporation,1372.21,quicken 2007 premier win cd,intuit,73.99
588,0,quickbooks premier professional services edition 2007,intuit,399.95,269-10040 microsoft office professional edition 2003 service pack v. 2 media vol,,23.53
589,0,apple xsan ( mac ),apple,,apple appleworks 6.2.9 ( mac ),,79.99
590,0,instant immersion german v2 .0 ( pc & mac ),topics entertainment,29.99,instant immersion language lab deluxe edition,,14.9
591,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft windows vista ultimate upgrade,,239.95
592,0,quickbooks point-of-sale basic 6.0,intuit,799.95,quickbooks simple start 2007 intuit,,99.99
593,0,adobe contribute cs3 [ mac ],adobe,149,adobe indesign cs3 for mac,,725.99
594,0,adobe after effects cs3,adobe,999,adobe contribute cs3,,155.99
595,0,microsoft office & windows training,topics entertainment,29.99,microsoft office 2004 standard,,369.99
596,0,spy sweeper spanish,webroot software,29.95,webroot ( r ) spy sweeper ( tm ) 2006,,29.99
597,0,mcafee internet security suite 2007 3 users,mcafee,89.99,symantec 10725608 norton internet security 2007 internet security 1 user ( s ) pc,,64.97
598,0,microsoft windows xp home edition full version with sp2,microsoft,199,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
599,0,photo explosion deluxe 3.0,nova development,49.99,photostudio ( r ) expressions 2.0,,29.99
600,0,symc backup exec sbs prm 11d win small business server,symantec,885.83,e17887d symantec backup exec for netware servers remote agent for windows or netware ser,,197.65
601,0,3d home architect home design deluxe version 9,encore,29.99,avery ( r ) designpro ( tm ) deluxe version 5.0,,39.99
602,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,adobe pagemaker 7.0 for mac version upgrade,,79.99
603,0,adobe production studio premium,adobe,1699,allume anime studio pro,,179.99
604,1,marketcircle daylite v3 .0 ( mac ),csdc,149,marketcircle daylite 3 customer relationship management crm,,125.99
605,0,adobe production studio premium,adobe,1699,adobe premiere pro cs3,,825.99
606,0,punch ! 5 in 1 home design,punch ! software,39.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99
607,0,computrace lojack for laptops 4 year subscription,absolute software,119.99,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),,85.97
608,1,quicken 2007 deluxe,intuit,59.95,intuit quicken deluxe 2007 software for windows tax & finance software,,54.95
609,0,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599,adobe cs3 web standard upsell,,819.99
610,0,microsoft windows server 2003 client additional license for devices 5 pack,microsoft,209,395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server,,6594.2
611,0,emc retrospect 7.5 professional for windows upgrade,dantz,,adobe acrobat 7.0 professional ( education version ) for windows,,154.99
612,0,3d home architect landscape v. 8 by encore software,encore software,39.99,encore software 13911 3d home architect home & landscape deluxe suite version 9,,33.97
613,0,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft office visio standard 2007 ( pc ),,249.95
614,0,quickbooks premier professional services edition 2007,intuit,399.95,resume maker professional 12,,17.95
615,0,punch ! professional home design,punch ! software,89.99,web easy ( r ) professional 6,,49.99
616,0,spy sweeper [ lb ],webroot software,29.99,spy sweeper ( small box ),,22.99
617,0,punch ! 5 in 1 home design,punch ! software,39.99,24100 punch ! 5 in 1 home design complete package 1 user cd win,,36.28
618,0,the print shop 22 sb cs by the print shop,encore software,,encore software 11941 the print shop zoom,,17.97
619,0,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,cakewalk sonar 5 studio edition music production software,,229.95
620,0,quickbooks simple start 2007,intuit,99.95,quickbooks ( r ),,103.99
621,0,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669,microsoft office basic edition 2003 license and media,,124.95
622,0,cisco ios enterprise services complete package cd28-esk9 = ),cisco systems enterprise,,cd28-esk9 = cisco ios enterprise services complete package cd,,1001.38
623,0,quickbooks pro 2007 for mac ( mac ),intuit,199.95,quickbooks ( r ) pro 2003,,299.77
624,0,printmaster 17 gold by encore software,encore software,30.66,encore software 10444 elementary school advantage 2007 sb cs by encore,,25.97
625,0,punch ! professional home design,punch ! software,89.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99
626,1,jumpstart 4th-6th grade v 2.0 b43,knowledge adventure,19.99,knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43,,16.93
627,0,instant immersion italian platinum,topics entertainment,129.99,instant immersion translator deluxe 2.0,,22.9
628,0,let 's make stickers,global software publishing,19.95,let 's make stickers,,8.95
629,0,microsoft upg win small business svr cal t74-01215 ),microsoft corporation,330.14,cabprenaen150 ca business protection suite for microsoft small business server premium edition,,666.65
630,0,quickbooks premier edition 2007 5 user multi-pack,intuit,1499.95,quickbooks pro 2007 3 user,intuit,398.99
631,0,adobe photoshop elements 5.0 / premier elements 3.0 [ lb ],adobe,149.99,adobe photoshop lightroom,,264.99
632,0,custom landdesigner 3d design 7.0,sierra on-line,,encore inc 3d home architect landscape designer v 8.0,,25.49
633,0,instant immersion ingles audio deluxe,topics entertainment,,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,23.61
634,0,microsoft licenses win svr 2003 ext conn lic ( r3900292 ),microsoft licenses,3371.85,microsoft onenote 2007 ( pc ),,99.95
635,0,family tree maker 2008 platinum,encore,99.95,sat act & psat 2007 platinum,,29.85
636,0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599,adobe premiere pro cs3 upgrade,,308.99
637,0,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669,sr2116010 safenet softremote vpn client license 5 users win,,184.57
638,0,adobe flash pro cs3 upgrade [ mac ],adobe,199,adobe premiere pro cs3,,825.99
639,0,family tree maker version 16 deluxe,encore,69.95,encore inc family tree maker v 16 essentials,,25.75
640,0,adobe creative suite cs3 design standard upgrade,adobe,399,29300183dm adobe creative suite 3 design standard media tlp tlp nonprofit download -,,20.97
641,0,logic express 7.2 upgrade from logic express 6,apple-computer - ( direct ),99,apple final cut studio 2 upgrade from final cut studio,,499.99
642,0,adobe indesign cs3 upgrade from pagemaker,adobe,199,adobe cs3 design premium,,1865.99
643,0,microsoft visual studio professional 2005 upgrade,microsoft software,549,123-00001 microsoft visual studio 2005 team test load agent complete package 1 process,,4792.85
644,0,symc backup exec sbs aws 11d win sbs agent for windows systems,symantec,447.74,e17887d symantec backup exec for netware servers remote agent for windows or netware ser,,197.65
645,0,neuratron photoscore professional 4,sibelius-software-ltd .,199.99,the sky 6 professional edition astronomy software,,189.95
646,0,adobe illustrator cs3 [ mac ],adobe,599,adobe indesign cs3 for mac academic,,192.99
647,0,microsoft visual studio professional 2005 upgrade,microsoft software,549,microsoft onenote 2007 upgrade ( pc ),,79.95
648,0,adobe flash pro cs3 [ mac ],adobe,699,adobe cs3 production premium upsell,,1234.99
649,0,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669,microsoft ( r ) office 2004 for mac student and teacher edition,,146.95
650,0,professional home design suite platinum,punch ! software,99.95,instant home design 3.0,,15.9
651,1,photoshop elements 4 mac retail eng 1u ( 19230169 ),adobe,145.39,adobe photoshop elements 4.0 mac,,79.99
652,0,retrospect 6.0 desktop mac upgrade,dantz,59.99,premiere pro cs3 mac upgrade,,320.25
653,0,jumpstart advanced 2nd grade v2 .0,knowledge adventure,19.99,jumpstart advanced 1st grade knowledge adventure,,19.99
654,1,roxio easy media creator 9,roxio,99.95,roxio easy media creator 9 suite software for windows authoring software,,98.95
655,0,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,microsoft ( r ) works suite 2005,,99.99
656,0,onone essentials for adobe photoshop elements version 2 full,onone software,59.95,adobe photoshop cs3 extended for mac,,935.99
657,0,h & r block taxcut 2006 premium federal + state + efile,h & r block,59.99,h & r block taxcut home and business with state and e-file efile software for windows tax & finance software,,73.95
658,0,microsoft office & windows training professional,topics entertainment,49.95,microsoft office 2004 standard,,369.99
659,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499,adobe premiere pro cs3 upgrade,,308.99
660,0,adobe creative suite cs3 web standard upgrade [ mac ],adobe,399,adobe dreamweaver cs3 upgrade windows,,236.74
661,0,apple final cut studio 2 upgrade from final cut studio ( mac ),apple,499,apple appleworks 6.2.9 ( mac ),,79.99
662,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft windows vista business full version,,249.95
663,0,sims 2 university expansion pack,aspyr media,34.99,the sims expansion collection vol 1,,8.72
664,0,instant immersion spanish ( audio book ),topics entertainment,,topics entertainment instant immersion hawaiian audio,,12.05
665,0,varmint hunter ( jewel case ),encore,9.99,merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ),,9.59
666,0,apple final cut studio 2 upgrade from final cut studio ( mac ),apple,499,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99
667,0,instant immersion italian platinum,topics entertainment,129.99,topics entertainment instant immersion german audio,,12.05
668,0,iris readiris pro 11.0 ( mac ),i.r.i.s.,129.95,iris inc readiris pro 11 corporate edition,,430.58
669,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft ( r ) access 2007,,109.99
670,1,middle school success essentials,topics entertainment,29.99,topics entertainment middle school success essentials,,17.55
671,0,3d home architect landscape v. 8 by encore software,encore software,39.99,punch software 25100 punch ! master landscape and home design,punch software,45.99
672,0,ringtone media studio 2,laplink,19.95,ringtone media studio 2.0 ( bil,,14.99
673,1,civilization iv warlords ( mac ),aspyr media,29.99,civilization iv warlords expansion for mac,,29.99
674,0,microsoft windows xp home edition full version with sp2,microsoft,199,microsoft office and windows training professional,,29.99
675,0,tournament poker 2005,eagle games,20.99,tournament poker no limit texas holdem,,19.99
676,0,phonics success deluxe 2006 ( large box ),topics entertainment,49.99,elementary school success deluxe 2006,,15.9
677,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,m009a-l00-4 .0 scansoft pdf create ! v. 4.0 complete package 1 user cd win engli,,43.21
678,1,anime studio 5 win 98/me 2000/xp mac os 10.4 & up,aladdin systems,49.99,allume anime studio 5,,44.99
679,0,cakewalk sonar home studio 6,cakewalk,139,cakewalk sonar 5 producer edition music production software,,379.95
680,0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft b21-00806 ae mappoint 2006 cd,,50.39
681,0,adobe creative suite cs3 design standard upgrade,adobe,399,adobe contribute cs3 upgrade,,82.99
682,0,mavis beacon teaches typing 17 standard,encore software,19.99,encore software 10072 mavis beacon typing 17 deluxe by broderbund,,33.97
683,0,microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft windows vista business ( pc ),,299.99
684,1,tlc dr. seuss reading learning system 2008,encore,19.99,dr. seuss reading learning system 2008 encore,,19.95
685,0,professor teaches windows xp,individual software,19.99,individual software prm-xw3 professor teaches excel & word,individual software,24.99
686,0,steinberg nuendo 3 digital audio software,steinberg,2499,steinberg cubase studio 4 software competitive crossgrade music production software,,199.99
687,0,microsoft windows vista business full version [ dvd ],microsoft,299.95,t74-00004 microsoft windows small business server 2003 license 20 additional user cals,,1834.4
688,0,elementary school advantage 2007,encore software,29.99,encore software 12361 encore elementary advantage 2008 training/wbt pc,,33.97
689,1,adobe creative suite cs3 design standard [ mac ],adobe,1199,adobe cs3 design standard,,1243.99
690,0,microsoft office excel 2007,microsoft,229.95,microsoft academic microsoft office project 2003 professional,,176.99
691,0,nortel contivity stateful firewall license standard 1 switch,nortel,,dm0016009 contivity stateful firewall license 1 switch english,,371.5
692,0,adobe photoshop cs3 extended [ mac ],adobe,999,adobe ( r ) photoshop ( r ) cs windows full version,,590.92
693,0,sony acid pro 6 professional music workstation,sony-pictures-digital-entertainment,499.95,diskeeper corporation diskeeper 2007 professional edition complete package 1 workstation academic,,29.99
694,0,diner dash ( pc & mac ),brighter minds,14.99,starry night galaxy explorer ( pc & mac ) ( snge-5-c1u ),,9.59
695,0,midway arcade treasures ( jewel case ),encore software,9.99,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59
696,0,adobe photoshop cs3 upgrade [ mac ],adobe,199,adobe photoshop lightroom,,264.99
697,0,punch ! home design architectural series 18,punch ! software,129.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99
698,0,punch ! master landscape professional & home design v 10.0,punch ! software,69.95,encore inc 3d home architect landscape design deluxe v 9.0,,25.49
699,0,vcomm system suite professional 7,avanquest,49.95,individual software inc systemsuite 8 professional ( us pos ),,46.42
700,0,peachtree by sage complete accounting 2007,sage software,269.99,peachtree ( r ) complete iii for dos 5.0-10 .0 continuous checks,,121.89
701,0,tlc clue finders math learning system sb by riverdeep,encore software,19.99,reader rabbit reading learning system 2007,,12.95
702,0,apple garageband jam pack : symphony orchestra,apple,99,apple garageband jam pack : world music,,95.99
703,0,digidesign music production toolkit ( pro tools le ),digidesign,495,sony media software acid pro 5 music production software,,199.95
704,0,microsoft office & windows training,topics entertainment,29.99,microsoft ( r ) office word 2004 for mac full version,,231.29
705,1,readiris pro 11 corporate edition ( mac ),iris,499.95,iris inc readiris pro 11 corporate edition,,430.58
706,0,instant immersion german v2 .0 ( pc & mac ),topics entertainment,29.99,instant immersion 33 languages,,47.36
707,0,microsoft licenses word mac 10.0 eng govt ( d4800369 ),microsoft licenses,349.83,microsoft ( r ) word 2007,,109.99
708,0,logic express 7.2 upgrade from logic express 6,apple-computer - ( direct ),99,apple software t9164ll/a logic express 6,apple software,219
709,0,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,microsoft ( r ) windows vista ( tm ) home basic,,99.99
710,0,sibelius 4 professional edition,sibelius-software-ltd .,599.99,microsoft windows xp professional edition ( upgrade ),,199.99
711,0,adobe indesign cs3 upgrade [ mac ],adobe,199,adobe cs3 design premium upsell,,1639.99
712,0,steinberg nuendo 3 digital audio software,steinberg,2499,steinberg cubase 4 software competitive crossgrade music production software,,399.99
713,0,adobe creative suite cs3 design premium upsell,adobe,1599,adobe cs3 production premium upgrade,,822.99
714,0,apple remote desktop 3 10 managed systems,apple,299,apple remote desktop 3 unlimited managed systems,,499.99
715,1,aircraft power pack for ms flight simulator,red mile,29.99,red mile entertainment 124 aircraft power pack for ms flight simulator win 98 me nt 2000 xp,,27.97
716,0,adobe premiere pro 2.0,adobe,849,adobe premiere pro cs3 video editing software for windows professional editing software,,798.95
717,1,kaspersky anti-virus 6.0,kaspersky lab,59.95,kaspersky anti-virus 6.0 ( pc ),,59.99
718,0,instant immersion spanish 2.0,topics entertainment,29.99,topics entertainment instant immersion italian 2.0,,17.55
719,0,marine aquarium + sharks,encore software,9.95,encore marine aquarium 2.0,,19.99
720,0,diskeeper 2007 professional single lic pack,diskeeper corporation,79.21,resume maker professional 12,,17.95
721,0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709,microsoft r18-00908 windows server 2003 client access license 20-pack ( per user ),microsoft,688.99
722,0,adobe illustrator cs3 upgrade [ mac ],adobe,199,adobe creative suite 3 ( cs3 ) design premium upgrade mac,,569.97
723,0,pop-up stopper professional,panicware,29.99,system mechanic 6 professional,,36.9
724,1,burning monkey solitaire 4.0,freeverse software,24.95,freeverse burning monkey solitaire 4.0,,24.95
725,0,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,adobe acrobat 7.0 professional ( education version ) for windows,,154.99
726,0,emedia rock guitar method,emedia,39.99,emedia music corp emedia blues guitar legends,,24.81
727,0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599,adobe cs3 web premium upsell,,1434.99
728,0,3d home architect home v. 8 by encore software,encore software,39.99,punch software 17100 punch ! super home suite,punch software,45.99
729,0,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,microsoft windows vista business full version,,249.95
730,0,punch ! 5 in 1 home design,punch ! software,39.99,punch software 90500 home design studio mac,punch software,135.99
731,0,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe,149.99,adobe photoshop lightroom,,264.99
732,0,quicken 2007 for mac,intuit,69.95,quicken 2007 deluxe win cd,intuit,57.99
733,0,adobe creative suite cs3 design premium upsell,adobe,1599,19600061dm adobe creative suite 3 production premium media tlp download mac world,,20.97
734,0,3d home architect landscape v. 8 by encore software,encore software,39.99,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99
735,0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft office 2004 standard,,369.99
736,0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft ( r ) office word 2004 for mac full version,,231.29
737,0,systemsuite 8 professional,individual software,49.99,adobe systems inc adobe acrobat 8.0 professional upsell ( std-pro ),,157.36
738,0,registry mechanic by encore software,encore software,46.52,software,,112.95
739,0,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809,microsoft windows vista business full version,,249.95
740,0,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399,19280016dm adobe creative suite 3 master collection media tlp tlp nonprofit dvd ma,,18.88
741,0,microsoft office & windows training,topics entertainment,29.99,microsoft windows vista home basic upgrade ( pc ),,99.99
742,0,adobe creative suite cs3 web standard,adobe,999,29270055 adobe creative suite 3 web standard complete package 1 user cd win uni,,1056.98
743,0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599,adobe cs3 design standard upgrade,,413.99
744,0,adobe photoshop cs3 upgrade [ mac ],adobe,199,adobe photoshop elements 4.0 photo-editing software for mac,,85.95
745,0,sibelius 5 professional edition,sibelius-software-ltd .,599,i copydvds 2 professional edition,me-too-software,27.9
746,0,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,microsoft office accounting professional 2007 ( pc ),,229.95
747,1,adobe captivate 2.0,adobe,1083.95,adobe captivate 2 software for windows presentation software,,598.95
748,0,phonics success essentials : grades 7-9,topics education,19.99,phonics success deluxe 2006,,22.9
749,0,adobe creative suite cs3 design premium upsell,adobe,1599,total training for adobe creative suite 3 design premium,,279.95
750,1,jumpstart advanced 3rd grade v2 .0,knowledge adventure,19.99,jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure,,19.99
751,0,photo explosion deluxe 3.0,nova development,49.99,photoshow deluxe,,39.92
752,0,retrospect 6.0 desktop mac upgrade,dantz,59.99,emc insignia retrospect desktop 6 upgrade,,49.99
753,0,adobe cs3 design standard macosx dvd,adobe,399,adobe acrobat 7.0 standard academic mac,,98.99
754,0,quickbooks premier non-profit edition 2005,intuit inc.,499.95,quickbooks ( r ) premier 2003,,499.99
755,0,total 3d home & landscape design suite version 9,individual software,39.99,encore software 13921 3d home architect home design deluxe version 9,,25.97
756,0,jumpstart world 1st grade,knowledge adventure,19.99,jumpstart ( r ) advanced 1st grade,,19.99
757,0,burning monkey solitaire 4.0,freeverse software,24.95,freeverse software 7001 burning monkey solitaire 4.0 mac 10.3.9 or later ub,,22.97
758,0,riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,,encore software 10119 adventure workshop 4th-6th grade 7th edition win xp,,18.97
759,0,microsoft works suite 2006,microsoft,99,microsoft mappoint 2006 with gps locator ( pc ),,349.99
760,0,f-secure internet security 2007 3 pcs,global-marketing-partners,79.99,mcafee internet security 7.0,,69.99
761,0,instant immersion italian deluxe 2.0,topics entertainment,49.99,instant immersion italian audio ( audio book ),,19.95
762,0,easy drums ( jewel case ),arcmedia,9.99,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59
763,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,adobe cs3 design standard upgrade,,413.99
764,0,cakewalk sonar home studio 6 xl,cakewalk,209,cakewalk sonar 5 studio edition music production software,,229.95
765,0,diskeeper 2007 professional single lic pack,diskeeper corporation,79.21,csdc pop-up stopper professional panicware,,26.14
766,0,microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft ( r ) money 2004 standard,,29.99
767,0,punch ! home design architectural series 4000 v10,punch ! software,199.99,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
768,0,family tree maker version 16 collectors edition,encore software,,encore software 10891 family tree maker version 16 essential sb cs,,25.97
769,0,adobe indesign cs3 upgrade [ mac ],adobe,199,adobe cs3 design standard upsell,,934.99
770,0,adobe dreamweaver cs3 upgrade [ mac ],adobe,199,adobe indesign cs3 for mac upgrade from pagemaker,,205.99
771,0,ulead videostudio 11,corel,89.99,corel ulead videostudio 11 plus software for win educational license authoring software,,89.95
772,0,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799,microsoft academic microsoft visio 2003 professional,,159
773,0,adobe premiere pro cs3,adobe,799,adobe premiere pro cs3 upgrade,,308.99
774,0,microsoft outlook 2007,microsoft,109.95,microsoft ( r ) money 2004 standard,,29.99
775,0,adobe indesign cs3 [ mac ],adobe,699,adobe photoshop cs3 for mac,,609.99
776,0,sibelius 5 professional edition,sibelius-software-ltd .,599,ghostsurf professional utilities software,,29.92
777,0,the print shop elements : labels & logos sb cs by the print shop,encore software,,encore software 10731 the print shop 22 pro publisherdeluxe sb cs by the print shop,,81.97
778,0,reader rabbit preschool,the-learning-company,29.99,blue 's clues preschool,,7.95
779,0,more brain games,csdc,9.99,freeverse software big bang brain games mac,,24.99
780,0,mavis beacon teaches typing 16,broderbund,19.99,mavis beacon teaches typing 16 deluxe,,34.9
781,0,math missions : the amazing arcade adventure grades 3-5,scholastic,19.99,cluefinders 3rd grade adventures with adapt,,9.95
782,0,microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95,microsoft onenote 2007 upgrade ( pc ),,79.95
783,1,imsi turbocad designer v. 11,imsi,39.99,imsi turbocad designer 11,,12.9
784,0,adobe indesign cs3 upgrade [ mac ],adobe,199,premiere pro cs3 mac upgrade,,320.25
785,0,family tree maker 11.2 collector 's edition,encore,109.95,encore inc family tree maker v 16 essentials,,25.75
786,0,adobe premiere pro 2.0,adobe,849,adobe cs3 web premium upsell,,1434.99
787,0,cluefinders 3rd grade,the learning company,,brain play 1st-3rd grade,,17.9
788,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499,adobe cs3 production premium upsell,,1234.99
789,0,punch ! 5 in 1 home design,punch ! software,39.99,punch software punch ! super home suite,,49.95
790,0,punch ! professional home design suite,punch ! software,69.99,punch software 24100 punch ! 5 in 1 home design complete product architectural 1 user complete productcomplete productstandard pc,,35.97
791,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,24100 punch ! 5 in 1 home design complete package 1 user cd win,,36.28
792,0,sony acid pro 5,sony,399.95,sony media software acid pro 6 software upgrade from acid pro 5 music production software,sony-pictures-digital-entertainment,129.95
793,0,3d home architect landscape design deluxe version 9,encore,29.99,punch software 26100 punch ! master landscape & home design architectural 1 user ( s ) pc,,45.97
794,0,pressure pop !,selectsoft publishing,19.95,pressure pop !,,8.95
795,0,professor teaches windows xp,individual software,19.99,individual software pmm-xw4 professor teaches excel & word 2007 win 2000 xp vista,,17.97
796,0,punch ! home design architectural series 18,punch ! software,129.99,punch software 84100 punch ! home design architectural series 4000 v. 10.0 architectural pc,,168.97
797,0,project x project management software,marware,199.95,practical software maintenance : best practices for managing your software,,90
