id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
488,0,dataguides : enabling query formulation and optimization in semistructured databases,"roy goldman , jennifer widom",vldb,1997,distributed query evaluation on semistructured data,dan suciu,acm transactions on database systems ( tods ),2002
489,0,semantic assumptions and query evaluation in temporal databases,"sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini",sigmod conference,1995,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999
490,0,warlock : a data allocation tool for parallel warehouses,"thomas st?hr , erhard rahm",vldb,2001,multi-dimensional database allocation for parallel data warehouses,"thomas st &#246; hr , holger m &#228; rtens , erhard rahm",very large data bases,2000
491,0,dynamic multi-resource load balancing in parallel database systems,"robert marek , erhard rahm",vldb,1995,parallel database systems 101,jim gray,international conference on management of data,1995
492,0,editorial,"peter m. g. apers , stefano ceri , richard t. snodgrass",vldb j.,2002,guest editorial,"amr el abbadi , gunter schlageter , kyu-young whang",the vldb journal -- the international journal on very large data bases,2001
493,0,reminiscences on influential papers,"patrick valduriez , serge abiteboul , sophie cluet , kenneth a. ross , raghu ramakrishnan , guy m. lohman , david b. lomet , richard t. snodgrass , gultekin ?zsoyoglu , michael j. franklin , timos k. sellis",sigmod record,1999,influential papers,ken ross,acm sigmod record,2002
494,0,dynamic maintenance of data distribution for selectivity estimation,"kyu-young whang , gio wiederhold , sang-wook kim",vldb j.,1994,wavelet-based histograms for selectivity estimation,"yossi matias , jeffrey scott vitter , min wang",international conference on management of data,1998
495,0,an efficient method for checking object-oriented database schema correctness,"michele missikoff , anna formica , hans dietmar gr?ger",acm trans . database syst .,1998,cost-driven vertical class partitioning for methods in object oriented databases,"chi-wai fung , kamalakar karlapalem , qing li",the vldb journal -- the international journal on very large data bases,2003
496,1,exploratory mining via constrained frequent set queries,"jiawei han , teresa mah , laks v. s. lakshmanan , raymond t. ng",sigmod conference,1999,exploratory mining via constrained frequent set queries,"raymond ng , laks v. s. lakshmanan , jiawei han , teresa mah",international conference on management of data,1999
497,0,efficient similarity search for market basket data,"alexandros nanopoulos , yannis manolopoulos",vldb j.,2002,m-tree : an efficient access method for similarity search in metric spaces,"paolo ciaccia , marco patella , pavel zezula",very large data bases,1997
498,0,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",vldb,2001,extraction of object-oriented structures from existing relational databases,"shekar ramanathan , julia hodges",acm sigmod record,1997
499,1,random i/o scheduling in online tertiary storage systems,"bruce hillyer , abraham silberschatz",sigmod conference,1996,random i/o scheduling in online tertiary storage systems,"bruce k. hillyer , avi silberschatz",international conference on management of data,1996
500,0,garbage collection in object oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin",vldb,1997,garbage collection in object-oriented databases using transactional cyclic reference counting,"p. roy , s. seshadri , a. silberschatz , s. sudarshan , s. ashwin",the vldb journal -- the international journal on very large data bases,1998
501,0,irisnet : an architecture for internet-scale sensing services,"phillip b. gibbons , suman nath , amol deshpande , srinivasan seshan , brad karp , yan ke",vldb,2003,irisnet : internet-scale resource-intensive sensor services,"amol deshpande , suman nath , phillip b. gibbons , srinivasan seshan",international conference on management of data,2003
502,0,semantic assumptions and query evaluation in temporal databases,"sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini",sigmod conference,1995,report on the 1995 international workshop on temporal databases,"arie segev , christian s. jensen , richard thomas snodgrass",acm sigmod record,1995
503,1,data warehouse configuration,"timos k. sellis , dimitri theodoratos",vldb,1997,data warehouse configuration,"dimitri theodoratos , timos k. sellis",very large data bases,1997
504,0,query optimization for selections using bitmaps,ming-chuan wu,sigmod conference,1999,query optimization at the crossroads,surajit chaudhuri,international conference on management of data,1997
505,0,materialized view and index selection tool for microsoft sql server 2000,"vivek r. narasayya , sanjay agrawal , surajit chaudhuri",sigmod conference,2001,merge replication in microsoft 's sql server 7.0,brad hammond,international conference on management of data,1999
506,1,"semi-automatic , self-adaptive control of garbage collection rates in object databases","artur klauser , alexander l. wolf , benjamin g. zorn , jonathan e. cook",sigmod conference,1996,"semi-automatic , self-adaptive control of garbage collection rates in object databases","jonathan e. cook , artur w. klauser , alexander l. wolf , benjamin g. zorn",international conference on management of data,1996
507,0,webdb ' 98 : international workshop on the web and databases,"alberto o. mendelzon , paolo atzeni",sigmod record,1998,report on first international workshop on real-time database systems,"azer bestavros , kwei-jay lin , sang son",acm sigmod record,1996
508,0,aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems,"henrique paques , wei tang , calton pu , wei han , ling liu , david buttler",sigmod conference,2000,adaptive filters for continuous queries over distributed data streams,"chris olston , jing jiang , jennifer widom",international conference on management of data,2003
509,0,vxmlr : a visual xml-relational database system,"aoying zhou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang",vldb,2001,"olap , relational , and multidimensional database systems",george colliat,acm sigmod record,1996
510,1,rainbow : mapping-driven xquery processing system,"mukesh mulchandani , elke a. rundensteiner , xin zhang , brian murphy , steffen christ",sigmod conference,2002,rainbow : mapping-driven xquery processing system,"xin zhang , mukesh mulchandani , steffen christ , brian murphy , elke a. rundensteiner",international conference on management of data,2002
511,0,reminiscences on influential papers,"gerhard weikum , alon y. levy , divesh srivastava , eric simon , patrick e. o'neil , victor vianu , kenneth a. ross , christos faloutsos",sigmod record,2000,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2001
512,0,schema and database evolution in the o2 object database system,"fabrizio ferrandina , guy ferran , thorsten meyer , roberto zicari , jo?lle madec",vldb,1995,the trigs active object-oriented database system - an overview,"g. kappel , w. retschitzegger",acm sigmod record,1998
513,0,implementing data cubes efficiently,"anand rajaraman , jeffrey d. ullman , venky harinarayan",sigmod conference,1996,implementing xquery,paul cotton,international conference on management of data,2002
514,0,discovering web services : an overview,vadim draluk,vldb,2001,data quality and data cleaning : an overview,"theodore johnson , tamraparni dasu",international conference on management of data,2003
515,0,semantic integration in heterogeneous databases using neural networks,"chris clifton , wen-syan li",vldb,1994,semantic b2b integration,christoph bussler,international conference on management of data,2001
516,0,parallel database systems in the 1990 's,michael j. carey,sigmod conference,1994,database management systems and the internet,susan malaika,very large data bases,1996
517,0,paradise : a database system for gis applications,paradise team,sigmod conference,1995,temporal database system implementations,michael h. b &#246; hlen,acm sigmod record,1995
518,0,semantic assumptions and query evaluation in temporal databases,"sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini",sigmod conference,1995,query evaluation in deductive databases with alternating fixpoint semantics,weidong chen,acm transactions on database systems ( tods ),1995
519,0,odefs : a file system interface to an object-oriented database,"narain h. gehani , william d. roome , h. v. jagadish",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994
520,0,an effective deductive object-oriented database through language integration,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,1994,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994
521,0,foreword : management of semistructured data,dan suciu,sigmod record,1997,semantic integration of semistructured and structured data sources,"s. bergamaschi , s. castano , m. vincini",acm sigmod record,1999
522,0,multi-dimensional database allocation for parallel data warehouses,"holger m?rtens , erhard rahm , thomas st?hr",vldb,2000,"olap , relational , and multidimensional database systems",george colliat,acm sigmod record,1996
523,0,an annotated bibliography on real-time database systems,?zg¨¹r ulusoy,sigmod record,1995,report on first international workshop on real-time database systems,"azer bestavros , kwei-jay lin , sang son",acm sigmod record,1996
524,0,query optimization at the crossroads ( panel ),surajit chaudhuri,sigmod conference,1997,query optimization in the presence of limited access patterns,"daniela florescu , alon levy , ioana manolescu , dan suciu",international conference on management of data,1999
525,0,binding propagation in disjunctive databases,sergio greco,vldb,1998,bypassing joins in disjunctive queries,"michael steinbrunn , klaus peithner , guido moerkotte , alfons kemper",very large data bases,1995
526,0,the network is the database : data management for highly distributed systems,"michael j. wynblatt , julio c. navas",sigmod conference,2001,constructing the next 100 database management systems : like the handyman or like the engineer ?,"andreas geppert , klaus r. dittrich",acm sigmod record,1994
527,0,an adaptive query execution system for data integration,"daniel s. weld , alon y. levy , marc friedman , zachary g. ives , daniela florescu",sigmod conference,1999,an adaptive data replication algorithm,"ouri wolfson , sushil jajodia , yixiu huang",acm transactions on database systems ( tods ),1997
528,1,an architecture to support scalable online personalization on the web,"kaushik dutta , debra e. vandermeer , krithi ramamritham , anindya datta , shamkant b. navathe",vldb j.,2001,an architecture to support scalable online personalization on the web,"anindya datta , kaushik dutta , debra vandermeer , krithi ramamritham , shamkant b. navathe",the vldb journal -- the international journal on very large data bases,2001
529,0,query optimization in compressed database systems,"zhiyuan chen , flip korn , johannes gehrke",sigmod conference,2001,query caching and optimization in distributed mediator systems,"s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian",international conference on management of data,1996
530,0,multiway spatial joins,"dimitris papadias , nikos mamoulis",acm trans . database syst .,2001,multi-step processing of spatial joins,"thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",international conference on management of data,1994
531,0,a general techniques for querying xml documents using a relational database system,"stratis viglas , eugene j. shekita , rajasekar krishnamurthy , jayavel shanmugasundaram , jeffrey f. naughton , jerry kiernan , igor tatarinov",sigmod record,2001,implementation of magic-sets in a relational database system,"inderpal singh mumick , hamid pirahesh",international conference on management of data,1994
532,0,processing sliding window multi-joins in continuous queries over data streams,"lukasz golab , m. tamer ?zsu",vldb,2003,approximate join processing over data streams,"abhinandan das , johannes gehrke , mirek riedewald",international conference on management of data,2003
533,0,optimal clip ordering for multi-clip queries,"raymond t. ng , paul shum",vldb j.,1998,sql query optimization : reordering for a general class of queries,"piyush goel , bala iyer",international conference on management of data,1996
534,0,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,paradise : a database system for gis applications,corporate the paradise team,international conference on management of data,1995
535,0,space optimization in deductive databases,"s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton",acm trans . database syst .,1995,a logical foundation for deductive object-oriented databases,"mengchi liu , gillian dobbie , tok wang ling",acm transactions on database systems ( tods ),2002
536,0,combining multi-visual features for efficient indexing in a large image database,"quan z. sheng , anne h. h. ngu , ron lei , du q. huynh",vldb j.,2001,cure : an efficient clustering algorithm for large databases,"sudipto guha , rajeev rastogi , kyuseok shim",international conference on management of data,1998
537,0,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997,efficiently instantiating view-objects from remote relational databases,"byung suk lee , gio wiederhold",the vldb journal -- the international journal on very large data bases,1994
538,0,rp * : a family of order preserving scalable distributed data structures,"witold litwin , marie-anne neimat , donovan a. schneider",vldb,1994,lh * rs : a high-availability scalable distributed data structure using reed solomon codes,"witold litwin , thomas schwarz",international conference on management of data,2000
539,0,timber : a native system for querying xml,"laks v. s. lakshmanan , stelios paparizos , nuwee wiwatwattana , cong yu , jignesh m. patel , h. v. jagadish , andrew nierman , divesh srivastava , adriane chapman , yuqing wu , shurug al-khalifa",sigmod conference,2003,xcache : a semantic caching system for xml queries,"li chen , elke a. rundensteiner , song wang",international conference on management of data,2002
540,1,a template model for multidimensional inter-transactional association rules,"jeffrey xu yu , hongjun lu , ling feng , jiawei han",vldb j.,2002,a template model for multidimensional inter-transactional association rules,"ling feng , jeffrey xu yu , hongjun lu , jiawei han",the vldb journal -- the international journal on very large data bases,2002
541,0,dataguides : enabling query formulation and optimization in semistructured databases,"roy goldman , jennifer widom",vldb,1997,a query language and optimization techniques for unstructured data,"peter buneman , susan davidson , gerd hillebrand , dan suciu",international conference on management of data,1996
542,0,progressive evaluation of nested aggregate queries,"cheng hian goh , beng chin ooi , kian-lee tan",vldb j.,2000,processing complex aggregate queries over data streams,"alin dobra , minos garofalakis , johannes gehrke , rajeev rastogi",international conference on management of data,2002
543,1,schema mapping as query discovery,"ren¨¦e j. miller , mauricio a. hern¨¢ndez , laura m. haas",vldb,2000,schema mapping as query discovery,"ren &#233; e j. miller , laura m. haas , mauricio a. hern &#225; ndez",very large data bases,2000
544,0,semantic integration of semistructured and structured data sources,"sonia bergamaschi , maurizio vincini , silvana castano",sigmod record,1999,wrapper generation for semi-structured internet sources,"naveen ashish , craig a. knoblock",acm sigmod record,1997
545,0,"pattern matching and pattern discovery in scientific , program , and document databases","kaizhong zhang , dennis shasha , jason tsong-li wang",sigmod conference,1995,structural matching and discovery in document databases,"jason tsong-li wang , dennis shasha , george j. s. chang , liam relihan , kaizhong zhang , girish patel",international conference on management of data,1997
546,1,query processing techniques for arrays,"arunprasad p. marathe , kenneth salem",vldb j.,2002,query processing techniques for arrays,"arunprasad p. marathe , kenneth salem",the vldb journal -- the international journal on very large data bases,2002
547,0,report on second international workshop on advanced issues of e-commerce and web-based information systems,"philip s. yu , kun-lung wu",sigmod record,2000,report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ),"hans j. lenz , panos vassiliadis , manfred jeusfeld , martin staudt",acm sigmod record,2003
548,1,a logical view of structured files,"tova milo , serge abiteboul , sophie cluet",vldb j.,1998,a logical view of structured files,"serge abiteboul , sophie cluet , tova milo",the vldb journal -- the international journal on very large data bases,1998
549,1,monitoring business processes through event correlation based on dependency model,"tali yatzkar-haham , asaf adi , david botzer , opher etzion",sigmod conference,2001,monitoring business processes through event correlation based on dependency model,"asaf adii , david botzer , opher etzion , tali yatzkar-haham",international conference on management of data,2001
550,0,aries/csa : a method for database recovery in client-server architectures,"c. mohan , inderpal narang",sigmod conference,1994,a predicate-based caching scheme for client-server database architectures,"arthur m. keller , julie basu",the vldb journal -- the international journal on very large data bases,1996
551,1,data modelling in the large,martin bertram,sigmod record,1994,data modelling in the large,martin bertram,acm sigmod record,1994
552,1,efficient resumption of interrupted warehouse loads,"hector garcia-molina , vlad gorelik , wilburt labio , janet l. wiener",sigmod conference,2000,efficient resumption of interrupted warehouse loads,"wilburt juan labio , janet l. wiener , hector garcia-molina , vlad gorelik",international conference on management of data,2000
553,0,update propagation strategies for improving the quality of data on the web,"nick roussopoulos , alexandros labrinidis",vldb,2001,update propagation protocols for replicated databates,"yuri breitbart , raghavan komondoor , rajeev rastogi , s. seshadri , avi silberschatz",international conference on management of data,1999
554,0,managing web data,dan suciu,sigmod conference,1999,wrapping web data into xml,"wei han , david buttler , calton pu",acm sigmod record,2001
555,1,distributed file organization with scalable cost/performance,"yuri breitbart , gerhard weikum , radek vingralek",sigmod conference,1994,distributed file organization with scalable cost/performance,"radek vingralek , yuri breitbart , gerhard weikum",international conference on management of data,1994
556,0,accessing a relational database through an object-oriented database interface,"jack a. orenstein , d. n. kamber",vldb,1995,enhanced abstract data types in object-relational databases,praveen seshadri,the vldb journal -- the international journal on very large data bases,1998
557,0,database management systems and the internet,susan malaika,vldb,1996,document management as a database problem,rudolf bayer,very large data bases,1995
558,0,the impact of technology on commercial transaction processing,edward e. cobb,vldb j.,1997,relaxed transaction processing,"munindar p. singh , christine tomlinson , darrell woelk",international conference on management of data,1994
559,0,secure transaction processing in firm real-time database systems,"binto george , jayant r. haritsa",sigmod conference,1997,promises and realities of active database systems,"eric simon , angelika kotz dittrich",very large data bases,1995
560,0,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",sigmod conference,1995,exact : an extensible approach to active object-oriented databases,"oscar d &#237; az , arturo jaime",the vldb journal -- the international journal on very large data bases,1997
561,0,database systems management and oracle8,c. gregory doherty,sigmod conference,1998,acm multimedia '94 conference workshop on multimedia database management systems,"bruce berra , kingsley nwosu , bhavani thuraisingham",acm sigmod record,1995
562,0,re-tree : an efficient index structure for regular expressions,"rajeev rastogi , minos n. garofalakis , chee yong chan",vldb,2002,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",very large data bases,2001
563,1,an efficient bitmap encoding scheme for selection queries,"chee yong chan , yannis e. ioannidis",sigmod conference,1999,an efficient bitmap encoding scheme for selection queries,"chee-yong chan , yannis e. ioannidis",international conference on management of data,1999
564,0,querying xml views of relational data,"jerry kiernan , jayavel shanmugasundaram , catalina fan , eugene j. shekita , john funderburk",vldb,2001,groupwise processing of relational queries,"damianos chatziantoniou , kenneth a. ross",very large data bases,1997
565,0,foreword : management of semistructured data,dan suciu,sigmod record,1997,inferring structure in semistructured data,"svetlozer nestorov , serge abiteboul , rajeev motwani",acm sigmod record,1997
566,1,containment of conjunctive queries : beyond relations as sets,"raghu ramakrishnan , yannis e. ioannidis",acm trans . database syst .,1995,containment of conjunctive queries : beyond relations as sets,"yannis e. ioannidis , raghu ramakrishnan",acm transactions on database systems ( tods ),1995
567,0,panel : querying networked databases,"divesh srivastava , nick koudas",sigmod conference,2003,mindreader : querying databases through multiple examples,"yoshiharu ishikawa , ravishankar subramanya , christos faloutsos",very large data bases,1998
568,0,dataguides : enabling query formulation and optimization in semistructured databases,"roy goldman , jennifer widom",vldb,1997,query optimization in compressed database systems,"zhiyuan chen , johannes gehrke , flip korn",international conference on management of data,2001
569,0,processing set expressions over continuous update streams,"sumit ganguly , minos n. garofalakis , rajeev rastogi",sigmod conference,2003,on computing correlated aggregates over continual data streams,"johannes gehrke , flip korn , divesh srivastava",international conference on management of data,2001
570,0,the ecobase project : database and web technologies for environmental information systems,"asterio k. tanaka , patrick valduriez",sigmod record,2001,environmental information systems,oliver g &#252; nther,acm sigmod record,1997
571,0,foreword : management of semistructured data,dan suciu,sigmod record,1997,incremental maintenance for materialized views over semistructured data,"serge abiteboul , jason mchugh , michael rys , vasilis vassalos , janet l. wiener",very large data bases,1998
572,1,gloss : text-source discovery over the internet,"hector garcia-molina , luis gravano , anthony tomasic",acm trans . database syst .,1999,gloss : text-source discovery over the internet,"luis gravano , h &#233; ctor garc &#237; a-molina , anthony tomasic",acm transactions on database systems ( tods ),1999
573,0,supporting efficient multimedia database exploration,"k. sel?uk candan , yoshinori hara , kyoji hirata , wen-syan li",vldb j.,2001,view management in multimedia databases,"k. sel &#231; uk candan , eric lemar , v. s. subrahmanian",the vldb journal -- the international journal on very large data bases,2000
574,1,effective memory use in a media server,"edward y. chang , hector garcia-molina",vldb,1997,effective memory use in a media server,"edward y. chang , hector garcia-molina",very large data bases,1997
575,0,infomaster : an information integration system,"arthur m. keller , michael r. genesereth , oliver m. duschka",sigmod conference,1997,information systems research at george mason university,"sushil jajodia , daniel barbar &#225; , alex brodsky , larry kerschberg , ami motro , edgar sibley , x. sean wang",acm sigmod record,1997
576,1,hierarchies and relative operators in the olap environment,"maurizio rafanelli , elaheh pourabbas",sigmod record,2000,hierarchies and relative operators in the olap environment,"elaheh pourabbas , maurizio rafanelli",acm sigmod record,2000
577,1,focused crawling using context graphs,"frans coetzee , steve lawrence , michelangelo diligenti , marco gori , c. lee giles",vldb,2000,focused crawling using context graphs,"michelangelo diligenti , frans coetzee , steve lawrence , c. lee giles , marco gori",very large data bases,2000
578,0,the piazza peer data management project,"gerome miklau , jayant madhavan , igor tatarinov , zachary g. ives , xin dong , yana kadiyska , alon y. halevy , nilesh n. dalvi , dan suciu , peter mork",sigmod record,2003,the medusa project : autonomous data management in a shared-nothing parallel database machine,"g. m. bryan , w. e. moore , b. j. curry , k. w. lodge , j. geyer",international conference on management of data,1994
579,0,supporting top-k join queries in relational databases,"walid g. aref , ahmed k. elmagarmid , ihab f. ilyas",vldb,2003,managing intervals efficiently in object-relational databases,"hans-peter kriegel , marco p &#246; tke , thomas seidl",very large data bases,2000
580,1,the design of a retrieval technique for high-dimensional data on tertiary storage,"ratko orlandic , craig swietlik , jack lukaszuk",sigmod record,2002,the design of a retrieval technique for high-dimensional data on tertiary storage,"ratko orlandic , jack lukaszuk , craig swietlik",acm sigmod record,2002
581,0,a general techniques for querying xml documents using a relational database system,"stratis viglas , eugene j. shekita , rajasekar krishnamurthy , jayavel shanmugasundaram , jeffrey f. naughton , jerry kiernan , igor tatarinov",sigmod record,2001,semantics for update rule programs and implementation in a relational database management system,"louiqa raschid , jorge lobo",acm transactions on database systems ( tods ),1996
582,0,the tv-tree : an index structure for high-dimensional data,"king-ip lin , h. v. jagadish , christos faloutsos",vldb j.,1994,independence is good : dependency-based histogram synopses for high-dimensional data,"amol deshpande , minos garofalakis , rajeev rastogi",international conference on management of data,2001
583,0,distributed query evaluation on semistructured data,dan suciu,acm trans . database syst .,2002,vqbd : exploring semistructured data,"sudarshan s. chawathe , thomas baby , jihwang yoo",international conference on management of data,2001
584,0,processing complex aggregate queries over data streams,"alin dobra , johannes gehrke , rajeev rastogi , minos n. garofalakis",sigmod conference,2002,progressive evaluation of nested aggregate queries,"kian-lee tan , cheng hian goh , beng chin ooi",the vldb journal -- the international journal on very large data bases,2000
585,0,information sharing across private databases,"ramakrishnan srikant , rakesh agrawal , alexandre v. evfimievski",sigmod conference,2003,information rules,dale a. stirling,acm sigmod record,2003
586,0,building knowledge base management systems,"thodoros topaloglou , adel shrufi , vinay k. chaudhri , dimitris plexousakis , john mylopoulos",vldb j.,1996,the mariposa distributed database management system,jeff sidell,acm sigmod record,1996
587,0,accessibility of the database literature,richard t. snodgrass,sigmod record,2001,interviso : dealing with the complexity of federated database access,"marjorie templeton , herbert henley , edward maros , darrel j. van buer",the vldb journal -- the international journal on very large data bases,1995
588,0,approximate query mapping : accounting for translation closeness,"hector garcia-molina , kevin chen-chuan chang",vldb j.,2001,approximate query processing using wavelets,"kaushik chakrabarti , minos n. garofalakis , rajeev rastogi , kyuseok shim",very large data bases,2000
589,0,introduction ( special issue on multimedia databases ),"m. tamer ?zsu , stavros christodoulakis",vldb j.,1998,introduction to constraint databases,bart kuijpers,acm sigmod record,2002
590,0,reminiscences an influential papers,"jeffrey f. naughton , minos n. garofalakis , kenneth a. ross",sigmod record,2003,reminiscences on influential papers,richard snodgrass,acm sigmod record,1998
591,0,guest editorial,alon y. halevy,vldb j.,2002,guest editor 's introduction,karl aberer,acm sigmod record,2003
592,0,query processing over object views of relational data,"gustav fahl , tore risch",vldb j.,1997,cache conscious algorithms for relational query processing,"ambuj shatdal , chander kant , jeffrey f. naughton",very large data bases,1994
593,0,querying heterogeneous information sources using source descriptions,"anand rajaraman , alon y. levy , joann j. ordille",vldb,1996,querying multiple bioinformatics information sources : can semantic web research help ?,"david buttler , matthew coleman , terence critchlow , renato fileto , wei han , calton pu , daniel rocco , li xiong",acm sigmod record,2002
594,1,metadata for mixed-media access,"julian kupiec , jan o. pedersen , lynn wilcox , marti a. hearst , francine chen",sigmod record,1994,metadata for mixed-media access,"francine chen , marti hearst , julian kupiec , jan pedersen , lynn wilcox",acm sigmod record,1994
595,0,the ecrc multi database system,"heribert sch¨¹tz , willem jonker",sigmod conference,1995,the ores temporal database management system,"babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",international conference on management of data,1994
596,1,versioning and configuration management in an object-oriented data model,edward sciore,vldb j.,1994,versioning and configuration management in an object-oriented data model,edward sciore,the vldb journal -- the international journal on very large data bases,1994
597,1,reminiscences on influential papers,"daniel j. rosenkrantz , nick koudas , dan suciu , peter scheuermann , rajeev rastogi , jiawei han , kenneth a. ross",sigmod record,2001,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2001
598,0,metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , g?khan ?zhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995,the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1995
599,0,psoup : a system for streaming queries over streaming data,"sirish chandrasekaran , michael j. franklin",vldb j.,2003,xcache : a semantic caching system for xml queries,"li chen , elke a. rundensteiner , song wang",international conference on management of data,2002
600,0,picodbms : scaling down database techniques for the smartcard,"patrick valduriez , philippe pucheral , christophe bobineau , luc bouganim",vldb j.,2001,database techniques for the world-wide web : a survey,"daniela florescu , alon levy , alberto mendelzon",acm sigmod record,1998
601,1,sequence query processing,"raghu ramakrishnan , miron livny , praveen seshadri",sigmod conference,1994,sequence query processing,"praveen seshadri , miron livny , raghu ramakrishnan",international conference on management of data,1994
602,0,a framework for implementing hypothetical queries,"timothy griffin , richard hull",sigmod conference,1997,a framework for semantic gossiping,"karl aberer , philippe cudr &#233; - mauroux , manfred hauswirth",acm sigmod record,2002
603,0,new sampling-based summary statistics for improving approximate query answers,"phillip b. gibbons , yossi matias",sigmod conference,1998,join synopses for approximate query answering,"swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999
604,1,on the cost of monitoring and reorganization of object bases for clustering,"guido moerkotte , alfons kemper , carsten andreas gerlhof",sigmod record,1996,on the cost of monitoring and reorganization of object bases for clustering,"carsten a. gerlhof , alfons kemper , guido moerkotte",acm sigmod record,1996
605,0,theory of answering queries using views,alon y. halevy,sigmod record,2000,answering complex sql queries using automatic summary tables,"markos zaharioudakis , roberta cochrane , george lapis , hamid pirahesh , monica urata",international conference on management of data,2000
606,0,distributing queries over low-power wireless sensor networks,"samuel madden , joseph m. hellerstein",sigmod conference,2002,power efficient data gathering and aggregation in wireless sensor networks,"h &#252; seyin &#214; zg &#252; r tan , ibrahim k &#246; rpeo &#487; lu",acm sigmod record,2003
607,0,integrating modelling systems for environmental management information systems,"david j. abel , dean kuo , kerry l. taylor",sigmod record,1997,challenges for global information systems,"alon y. levy , abraham silberschatz , divesh srivastava , maria zemankova",very large data bases,1994
608,1,a survey of logical models for olap databases,"timos k. sellis , panos vassiliadis",sigmod record,1999,a survey of logical models for olap databases,"panos vassiliadis , timos sellis",acm sigmod record,1999
609,0,the a-tree : an index structure for high-dimensional spaces using relative approximation,"masatoshi yoshikawa , shunsuke uemura , yasushi sakurai , haruhiko kojima",vldb,2000,distance-based indexing for high-dimensional metric spaces,"tolga bozkaya , meral ozsoyoglu",international conference on management of data,1997
610,0,large databases for remote sensing and gis,a. r. dasgupta,vldb,1996,fast algorithms for mining association rules in large databases,"rakesh agrawal , ramakrishnan srikant",very large data bases,1994
611,1,from vldb to vmldb ( very many large data bases ) : dealing with large-scale semantic heterogenity,stuart e. madnick,vldb,1995,from vldb to vmldb ( very many large data bases ) : dealing with large-scale semantic heterogenity,stuart e. madnick,very large data bases,1995
612,0,automation in information extraction and data integration,sunita sarawagi,vldb,2002,infomaster : an information integration system,"michael r. genesereth , arthur m. keller , oliver m. duschka",international conference on management of data,1997
613,0,standards in practice,"jim melton , andrew eisenberg",sigmod record,1998,standards,andrew eisenberg,acm sigmod record,2001
614,0,database architecture optimized for the new bottleneck : memory access,"stefan manegold , peter a. boncz , martin l. kersten",vldb,1999,optimizing database architecture for the new bottleneck : memory access,"stefan manegold , peter a. boncz , martin l. kersten",the vldb journal -- the international journal on very large data bases,2000
615,1,efendi : federated database system of cadlab,"bernd burkert , yaron engel , ralf b?ttger , gerd kachel , elke radeke , silvia kolmschlag , dietmar nolte",sigmod conference,1995,efendi : federated database system of cadlab,"e. radeke , r. b &#246; ttger , b. burkert , y. engel , g. kachel , s. kolmschlag , d. nolte",international conference on management of data,1995
616,1,generating spatiotemporal datasets on the www,"mario a. nascimento , yannis theodoridis",sigmod record,2000,generating spatiotemporal datasets on the www,"yannis theodoridis , mario a. nascimento",acm sigmod record,2000
617,0,psoup : a system for streaming queries over streaming data,"sirish chandrasekaran , michael j. franklin",vldb j.,2003,adaptive filters for continuous queries over distributed data streams,"chris olston , jing jiang , jennifer widom",international conference on management of data,2003
618,1,"sqlj part 0 , now known as sql/olb ( object-language bindings )","andrew eisenberg , jim melton",sigmod record,1998,"sqlj part 0 , now known as sql/olb ( object-language bindings )","andrew eisenberg , jim melton",acm sigmod record,1998
